order_id,supplier_id,material_id,quantity,delivered_qty,accepted_qty,rejected_qty,order_date,expected_delivery,actual_delivery,delay_days,delayed,partial_delivery,quality_issue,backup_used,jit_triggered,unit_price,transport_cost,storage_cost,total_cost,weather_risk,month,season
O0698,S4,M7,838,838,838,0,2024-04-25,2024-04-29,2024-04-29,0,0,0,0,0,0,107.75,150.0,0.0,90447.75,0.05,4,Normal
O0699,S5,M1,372,372,372,0,2024-03-25,2024-03-30,2024-03-30,0,0,0,0,0,0,91.68,1320.0,0.0,35426.23,0.05,3,Normal
O0700,S8,M4,725,725,725,0,2025-07-21,2025-07-30,2025-07-30,0,0,0,0,0,0,97.76,1890.0,0.0,72767.18,0.4,7,Normal
O0701,S6,M3,573,573,573,0,2024-01-14,2024-01-19,2024-01-19,0,0,0,0,0,0,89.55,420.0,0.0,51734.08,0.1,1,Normal
O0702,S2,M3,324,324,324,0,2025-02-08,2025-02-11,2025-02-11,0,0,0,0,0,0,83.84,500.0,0.0,27664.66,0.1,2,Normal
O0703,S4,M6,985,985,985,0,2024-07-24,2024-07-29,2024-07-29,0,0,0,0,0,0,102.67,150.0,0.0,101284.33,0.4,7,Normal
O0704,S10,M5,1876,1876,1876,0,2025-10-21,2025-10-28,2025-10-28,0,0,0,0,0,0,92.86,1610.0,0.0,175808.15,0.15,10,Peak
O0705,S5,M3,259,259,259,0,2025-04-10,2025-04-17,2025-04-17,0,0,0,0,0,1,85.77,1320.0,0.0,23533.79,0.05,4,Normal
O0706,S1,M2,706,706,706,0,2025-05-25,2025-05-30,2025-05-30,0,0,0,0,0,0,96.16,800.0,0.0,68688.03,0.1,5,Normal
O0707,S2,M2,1051,1051,1051,0,2025-11-07,2025-11-13,2025-11-13,0,0,0,0,0,0,84.92,500.0,0.0,89747.9,0.1,11,Peak
O0708,S5,M6,941,941,941,0,2025-07-07,2025-07-12,2025-07-12,0,0,0,0,0,0,89.55,1320.0,0.0,85587.53,0.4,7,Normal
O0709,S7,M8,305,305,305,0,2025-04-15,2025-04-27,2025-04-27,0,0,0,0,0,0,73.48,2700.0,0.0,25112.51,0.05,4,Normal
O0710,S8,M7,568,568,568,0,2024-05-17,2024-05-26,2024-05-26,0,0,0,0,0,0,99.57,1890.0,0.0,58445.06,0.1,5,Normal
O0711,S9,M8,637,637,637,0,2025-05-02,2025-05-10,2025-05-10,0,0,0,0,0,0,85.86,2090.0,0.0,56783.55,0.1,5,Normal
O0712,S10,M6,959,959,959,0,2024-10-18,2024-10-23,2024-10-23,0,0,0,0,0,0,95.88,1610.0,0.0,93557.81,0.15,10,Peak
O0713,S10,M1,546,546,546,0,2025-10-02,2025-10-07,2025-10-07,0,0,0,0,0,0,88.87,1610.0,0.0,50135.74,0.15,10,Peak
O0714,S4,M4,1010,1010,1010,0,2024-08-28,2024-08-30,2024-08-30,0,0,0,0,0,0,103.29,150.0,0.0,104477.69,0.35,8,Normal
O0715,S1,M6,691,691,691,0,2024-02-08,2024-02-15,2024-02-15,0,0,0,0,0,0,96.86,800.0,0.0,67731.37,0.1,2,Normal
O0716,S10,M1,614,614,614,0,2024-11-20,2024-11-28,2024-11-28,0,0,0,0,0,0,94.78,1610.0,0.0,59801.87,0.1,11,Peak
O0717,S4,M6,902,902,902,0,2025-05-23,2025-05-27,2025-05-27,0,0,0,0,0,0,101.87,150.0,0.0,92035.36,0.1,5,Normal
O0718,S2,M4,795,795,795,0,2024-10-21,2024-10-26,2024-10-26,0,0,0,0,0,0,87.06,500.0,0.0,69716.32,0.15,10,Peak
O0719,S2,M2,552,552,552,0,2025-08-29,2025-09-01,2025-09-01,0,0,0,0,0,0,83.7,500.0,0.0,46703.61,0.35,8,Normal
O0720,S2,M5,1304,1304,1304,0,2025-05-31,2025-06-06,2025-06-06,0,0,0,0,0,0,82.89,500.0,0.0,108583.02,0.1,5,Normal
O0721,S9,M8,1061,1061,1061,0,2025-11-18,2025-11-26,2025-11-26,0,0,0,0,0,0,79.43,2090.0,0.0,86364.83,0.1,11,Peak
O0722,S8,M4,1637,1637,1637,0,2025-11-07,2025-11-16,2025-11-16,0,0,0,0,0,0,101.46,1890.0,0.0,167975.42,0.1,11,Peak
O0723,S7,M1,367,367,367,0,2025-06-18,2025-07-02,2025-07-05,3,1,0,0,0,0,74.48,2700.0,10.5,30043.81,0.35,6,Normal
O0724,S7,M6,918,918,918,0,2024-03-06,2024-03-20,2024-03-25,5,1,0,0,0,0,72.73,2700.0,17.5,69482.6,0.05,3,Normal
O0725,S7,M4,493,493,493,0,2024-04-26,2024-05-07,2024-05-12,5,1,0,0,0,0,71.54,2700.0,17.5,37986.8,0.05,4,Normal
O0726,S1,M4,649,649,649,0,2024-06-12,2024-06-16,2024-06-16,0,0,0,0,0,0,91.92,800.0,0.0,60457.29,0.35,6,Normal
O0727,S1,M8,283,283,283,0,2024-01-21,2024-01-25,2024-01-25,0,0,0,0,0,1,99.32,800.0,0.0,28908.51,0.1,1,Normal
O0728,S6,M2,692,692,692,0,2025-02-10,2025-02-13,2025-02-13,0,0,0,0,0,0,84.66,420.0,0.0,59005.87,0.1,2,Normal
O0729,S10,M5,1384,1384,1384,0,2025-05-23,2025-05-29,2025-05-29,0,0,0,0,0,0,96.09,1610.0,0.0,134599.54,0.1,5,Normal
O0730,S7,M4,516,516,516,0,2025-03-09,2025-03-20,2025-03-25,5,1,0,0,0,0,72.64,2700.0,17.5,40201.94,0.05,3,Normal
O0731,S8,M6,1760,1760,1760,0,2025-12-17,2025-12-25,2025-12-25,0,0,0,0,0,0,95.82,1890.0,0.0,170536.35,0.1,12,Peak
O0732,S3,M6,1094,870,870,0,2025-05-01,2025-05-11,2025-05-21,10,1,1,0,1,0,74.53,2160.0,60.0,67058.01,0.1,5,Normal
O0733,S4,M5,884,884,884,0,2025-07-19,2025-07-23,2025-07-23,0,0,0,0,0,0,102.23,150.0,0.0,90523.1,0.4,7,Normal
O0734,S8,M7,838,838,838,0,2024-01-09,2024-01-18,2024-01-18,0,0,0,0,0,0,102.28,1890.0,0.0,87597.25,0.1,1,Normal
O0735,S4,M5,1495,1495,1495,0,2024-08-03,2024-08-06,2024-08-06,0,0,0,0,0,0,107.8,150.0,0.0,161312.17,0.35,8,Normal
O0736,S7,M1,888,888,888,0,2024-10-07,2024-10-21,2024-10-21,0,0,0,0,0,0,73.57,2700.0,0.0,68025.88,0.15,10,Peak
O0737,S2,M3,462,462,462,0,2025-12-16,2025-12-19,2025-12-19,0,0,0,0,0,0,87.02,500.0,0.0,40703.78,0.1,12,Peak
O0738,S8,M1,456,456,456,0,2024-02-23,2024-03-01,2024-03-01,0,0,0,0,0,0,97.03,1890.0,0.0,46134.08,0.1,2,Normal
O0739,S5,M6,576,576,576,0,2025-08-12,2025-08-18,2025-08-21,3,1,0,0,0,0,92.63,1320.0,15.0,54692.06,0.35,8,Normal
O0740,S6,M8,824,824,824,0,2025-05-04,2025-05-07,2025-05-07,0,0,0,0,0,0,90.64,420.0,0.0,75103.94,0.1,5,Normal
O0741,S4,M2,416,416,416,0,2025-02-28,2025-03-05,2025-03-05,0,0,0,0,0,0,102.11,150.0,0.0,42626.56,0.1,2,Normal
O0742,S1,M4,1120,1120,1120,0,2024-04-01,2024-04-06,2024-04-06,0,0,0,0,0,0,96.12,800.0,0.0,108455.56,0.05,4,Normal
O0743,S10,M5,618,618,618,0,2024-06-01,2024-06-08,2024-06-18,10,1,0,0,1,0,92.4,1610.0,48.0,58759.33,0.35,6,Normal
O0744,S8,M8,434,434,434,0,2024-05-01,2024-05-08,2024-05-08,0,0,0,0,0,0,95.92,1890.0,0.0,43520.16,0.1,5,Normal
O0745,S8,M7,651,651,651,0,2024-05-13,2024-05-20,2024-05-20,0,0,0,0,0,0,99.74,1890.0,0.0,66818.43,0.1,5,Normal
O0746,S7,M3,465,465,465,0,2025-02-22,2025-03-05,2025-03-10,5,1,0,0,0,0,70.19,2700.0,17.5,35354.87,0.1,2,Normal
O0747,S10,M8,275,275,275,0,2024-03-28,2024-04-03,2024-04-03,0,0,0,0,0,1,90.32,1610.0,0.0,26449.0,0.05,3,Normal
O0748,S7,M7,608,530,530,0,2025-09-03,2025-09-14,2025-09-14,0,0,1,0,0,0,70.95,2700.0,0.0,40304.02,0.25,9,Normal
O0749,S10,M1,320,320,320,0,2024-01-06,2024-01-14,2024-01-14,0,0,0,0,0,0,97.35,1610.0,0.0,32762.94,0.1,1,Normal
O0750,S9,M1,373,373,373,0,2025-08-17,2025-08-25,2025-08-25,0,0,0,0,0,0,78.98,2090.0,0.0,31550.19,0.35,8,Normal
O0751,S6,M7,532,532,532,0,2024-05-25,2024-05-29,2024-06-01,3,1,0,0,0,0,86.07,420.0,13.5,46224.23,0.1,5,Normal
O0752,S6,M7,1276,1276,1276,0,2024-10-16,2024-10-20,2024-10-20,0,0,0,0,0,0,86.35,420.0,0.0,110608.33,0.15,10,Peak
O0753,S3,M6,1137,1137,1137,0,2025-05-18,2025-05-27,2025-05-27,0,0,0,0,0,0,77.53,2160.0,0.0,90313.79,0.1,5,Normal
O0754,S4,M3,262,262,262,0,2024-02-25,2024-02-27,2024-02-27,0,0,0,0,0,1,100.97,150.0,0.0,26603.68,0.1,2,Normal
O0755,S8,M1,385,385,385,0,2025-03-28,2025-04-06,2025-04-06,0,0,0,0,0,0,94.55,1890.0,0.0,38292.11,0.05,3,Normal
O0756,S6,M2,820,820,820,0,2024-07-27,2024-07-30,2024-07-30,0,0,0,0,0,0,88.56,420.0,0.0,73036.39,0.4,7,Normal
O0757,S10,M4,1318,1318,1318,0,2025-08-20,2025-08-25,2025-08-25,0,0,0,0,0,0,89.06,1610.0,0.0,118997.1,0.35,8,Normal
O0758,S8,M2,426,426,426,0,2024-12-02,2024-12-08,2024-12-08,0,0,0,0,0,0,101.3,1890.0,0.0,45044.81,0.1,12,Peak
O0759,S3,M1,432,432,432,0,2024-03-24,2024-04-04,2024-04-04,0,0,0,0,0,0,74.15,2160.0,0.0,34190.76,0.05,3,Normal
O0760,S1,M8,1215,1215,1215,0,2024-11-28,2024-12-03,2024-12-03,0,0,0,0,0,0,93.32,800.0,0.0,114183.95,0.1,11,Peak
O0761,S1,M2,871,871,871,0,2025-07-14,2025-07-21,2025-07-26,5,1,0,0,0,0,98.47,800.0,25.0,86594.46,0.4,7,Normal
O0762,S2,M1,364,253,253,0,2024-08-01,2024-08-07,2024-08-10,3,1,1,0,0,0,87.6,500.0,12.0,22675.81,0.35,8,Normal
O0763,S5,M3,445,445,445,0,2025-01-02,2025-01-09,2025-01-09,0,0,0,0,0,0,89.79,1320.0,0.0,41275.64,0.1,1,Normal
O0764,S10,M7,835,835,835,0,2024-04-02,2024-04-09,2024-04-09,0,0,0,0,0,0,88.73,1610.0,0.0,75696.27,0.05,4,Normal
O0765,S6,M8,608,608,608,0,2025-11-23,2025-11-26,2025-11-26,0,0,0,0,0,0,84.34,420.0,0.0,51698.07,0.1,11,Peak
O0766,S8,M7,886,886,886,0,2024-03-22,2024-03-31,2024-03-31,0,0,0,0,0,0,96.04,1890.0,0.0,86984.99,0.05,3,Normal
O0767,S4,M7,972,972,972,0,2024-10-29,2024-10-31,2024-10-31,0,0,0,0,0,0,104.09,150.0,0.0,101322.28,0.15,10,Peak
O0768,S8,M5,1019,811,811,0,2024-12-29,2025-01-04,2025-01-04,0,0,1,0,0,0,100.8,1890.0,0.0,83642.48,0.1,12,Peak
O0769,S7,M1,412,412,412,0,2024-03-26,2024-04-08,2024-04-16,8,1,0,0,1,0,74.22,2700.0,28.0,33305.16,0.05,3,Normal
O0770,S6,M3,339,339,339,0,2024-08-04,2024-08-08,2024-08-08,0,0,0,0,0,0,83.65,420.0,0.0,28777.84,0.35,8,Normal
O0771,S2,M1,606,606,606,0,2024-06-24,2024-06-30,2024-06-30,0,0,0,0,0,0,85.87,500.0,0.0,52534.82,0.35,6,Normal
O0772,S8,M5,1510,1510,1510,0,2025-09-25,2025-10-03,2025-10-03,0,0,0,0,0,0,100.99,1890.0,0.0,154378.07,0.25,9,Normal
O0773,S2,M3,231,231,231,0,2024-05-18,2024-05-21,2024-05-21,0,0,0,0,0,1,80.98,500.0,0.0,19205.9,0.1,5,Normal
O0774,S8,M3,433,433,433,0,2025-10-27,2025-11-03,2025-11-11,8,1,0,0,1,0,94.24,1890.0,52.0,42748.48,0.15,10,Peak
O0775,S3,M8,582,582,582,0,2025-05-11,2025-05-22,2025-05-22,0,0,0,0,0,0,80.6,2160.0,0.0,49071.49,0.1,5,Normal
O0776,S1,M6,461,461,461,0,2024-01-09,2024-01-16,2024-01-16,0,0,0,0,0,0,95.91,800.0,0.0,45014.73,0.1,1,Normal
O0777,S9,M5,789,789,789,0,2024-02-07,2024-02-17,2024-02-17,0,0,0,0,0,0,85.32,2090.0,0.0,69408.74,0.1,2,Normal
O0778,S8,M4,740,740,740,0,2024-03-03,2024-03-12,2024-03-12,0,0,0,0,0,0,99.45,1890.0,0.0,75485.47,0.05,3,Normal
O0779,S8,M2,673,673,673,0,2025-05-21,2025-05-29,2025-05-29,0,0,0,0,0,0,100.22,1890.0,0.0,69335.94,0.1,5,Normal
O0780,S8,M6,593,593,593,0,2025-03-24,2025-03-31,2025-03-31,0,0,0,0,0,0,101.46,1890.0,0.0,62058.06,0.05,3,Normal
O0781,S8,M3,715,715,715,0,2024-10-27,2024-11-05,2024-11-05,0,0,0,0,0,0,100.3,1890.0,0.0,73603.73,0.15,10,Peak
O0782,S8,M3,365,365,365,0,2025-09-28,2025-10-04,2025-10-04,0,0,0,0,0,0,99.04,1890.0,0.0,38038.26,0.25,9,Normal
O0783,S2,M7,562,562,562,0,2025-05-20,2025-05-24,2025-05-24,0,0,0,0,0,0,82.97,500.0,0.0,47127.38,0.1,5,Normal
O0784,S3,M3,239,239,239,0,2025-05-30,2025-06-07,2025-06-07,0,0,0,0,0,1,78.48,2160.0,0.0,20917.55,0.1,5,Normal
O0785,S8,M5,1734,1734,1734,0,2024-12-14,2024-12-20,2024-12-20,0,0,0,0,0,0,101.46,1890.0,0.0,177827.54,0.1,12,Peak
O0786,S9,M2,445,445,445,0,2025-12-24,2026-01-03,2026-01-03,0,0,0,0,0,0,85.89,2090.0,0.0,40312.03,0.1,12,Peak
O0787,S10,M2,325,325,325,0,2025-07-29,2025-08-03,2025-08-05,2,1,0,0,0,0,89.81,1610.0,9.6,30807.98,0.4,7,Normal
O0788,S5,M8,628,628,628,0,2025-06-02,2025-06-07,2025-06-13,6,1,0,0,1,0,93.14,1320.0,30.0,59840.26,0.35,6,Normal
O0789,S8,M7,443,443,443,0,2024-01-07,2024-01-16,2024-01-16,0,0,0,0,0,0,96.75,1890.0,0.0,44750.2,0.1,1,Normal
O0790,S7,M6,1363,1363,1363,0,2025-10-06,2025-10-18,2025-10-18,0,0,0,0,0,0,69.39,2700.0,0.0,97283.42,0.15,10,Peak
O0791,S7,M7,782,782,782,0,2025-02-23,2025-03-08,2025-03-08,0,0,0,0,0,0,73.57,2700.0,0.0,60229.32,0.1,2,Normal
O0792,S9,M2,452,452,452,0,2024-03-27,2024-04-06,2024-04-06,0,0,0,0,0,0,84.13,2090.0,0.0,40114.67,0.05,3,Normal
O0793,S3,M1,962,962,962,0,2025-10-08,2025-10-18,2025-10-18,0,0,0,0,0,0,80.91,2160.0,0.0,79998.94,0.15,10,Peak
O0794,S6,M6,1015,1015,1015,0,2024-01-09,2024-01-12,2024-01-12,0,0,0,0,0,0,88.39,420.0,0.0,90136.81,0.1,1,Normal
O0795,S10,M8,684,684,684,0,2025-12-15,2025-12-23,2025-12-23,0,0,0,0,0,0,93.35,1610.0,0.0,65460.12,0.1,12,Peak
O0796,S7,M3,704,704,704,0,2025-06-16,2025-06-29,2025-07-08,9,1,0,0,1,0,73.85,2700.0,31.5,54722.42,0.35,6,Normal
O0797,S3,M1,590,590,590,0,2024-01-29,2024-02-08,2024-02-08,0,0,0,0,0,0,81.8,2160.0,0.0,50420.97,0.1,1,Normal
O0798,S2,M1,322,322,322,0,2025-01-16,2025-01-21,2025-01-23,2,1,0,0,0,0,80.79,500.0,8.0,26523.77,0.1,1,Normal
O0799,S6,M4,937,937,937,0,2025-08-18,2025-08-21,2025-08-21,0,0,0,0,0,0,89.89,420.0,0.0,84647.6,0.35,8,Normal
O0800,S3,M7,909,909,909,0,2025-06-16,2025-06-24,2025-06-24,0,0,0,0,0,0,76.92,2160.0,0.0,72078.36,0.35,6,Normal
O0801,S2,M3,562,562,562,0,2025-12-29,2026-01-04,2026-01-05,1,1,0,0,0,0,82.58,500.0,4.0,46911.53,0.1,12,Peak
O0802,S2,M6,1293,1293,1293,0,2025-11-24,2025-11-30,2025-11-30,0,0,0,0,0,0,89.22,500.0,0.0,115861.91,0.1,11,Peak
O0803,S8,M7,473,473,473,0,2024-06-15,2024-06-22,2024-06-22,0,0,0,0,0,0,98.13,1890.0,0.0,48305.12,0.35,6,Normal
O0804,S9,M2,577,577,577,0,2025-12-12,2025-12-22,2025-12-25,3,1,0,0,0,0,85.7,2090.0,16.5,51558.25,0.1,12,Peak
O0805,S10,M7,412,412,412,0,2024-04-22,2024-04-29,2024-05-02,3,1,0,0,0,0,91.83,1610.0,14.4,39459.38,0.05,4,Normal
O0806,S5,M8,658,658,658,0,2024-01-29,2024-02-04,2024-02-04,0,0,0,0,0,0,88.25,1320.0,0.0,59386.18,0.1,1,Normal
O0807,S5,M4,1055,1055,1055,0,2024-07-06,2024-07-14,2024-07-23,9,1,0,0,1,0,89.26,1320.0,45.0,95532.38,0.4,7,Normal
O0808,S10,M5,1047,1047,1047,0,2025-08-02,2025-08-09,2025-08-09,0,0,0,0,0,0,93.98,1610.0,0.0,100010.31,0.35,8,Normal
O0809,S3,M8,665,665,665,0,2025-04-05,2025-04-14,2025-04-14,0,0,0,0,0,0,79.28,2160.0,0.0,54883.27,0.05,4,Normal
O0810,S7,M7,1078,1078,1078,0,2024-08-26,2024-09-08,2024-09-08,0,0,0,0,0,0,73.7,2700.0,0.0,82147.06,0.35,8,Normal
O0811,S2,M3,318,230,230,0,2025-12-25,2025-12-30,2025-12-30,0,0,1,0,0,0,86.01,500.0,0.0,20282.07,0.1,12,Peak
O0812,S10,M1,561,428,428,0,2025-08-06,2025-08-14,2025-08-14,0,0,1,0,0,0,97.3,1610.0,0.0,43254.44,0.35,8,Normal
O0813,S5,M4,1223,1223,1223,0,2024-09-08,2024-09-16,2024-09-25,9,1,0,0,1,0,85.9,1320.0,45.0,106426.63,0.25,9,Normal
O0814,S1,M6,551,551,551,0,2025-03-23,2025-03-27,2025-03-27,0,0,0,0,0,0,91.34,800.0,0.0,51127.86,0.05,3,Normal
O0815,S2,M3,376,376,376,0,2024-10-19,2024-10-24,2024-10-24,0,0,0,0,0,0,86.52,500.0,0.0,33030.83,0.15,10,Peak
O0816,S1,M6,474,474,474,0,2024-07-04,2024-07-08,2024-07-08,0,0,0,0,0,0,98.73,800.0,0.0,47599.73,0.4,7,Normal
O0817,S5,M7,386,386,386,0,2024-05-03,2024-05-09,2024-05-09,0,0,0,0,0,0,92.27,1320.0,0.0,36936.8,0.1,5,Normal
O0818,S7,M2,437,223,223,0,2024-10-02,2024-10-16,2024-10-16,0,0,1,0,0,0,74.98,2700.0,0.0,19420.29,0.15,10,Peak
O0819,S1,M5,1463,1463,1463,0,2025-07-21,2025-07-25,2025-07-25,0,0,0,0,0,0,93.14,800.0,0.0,137069.41,0.4,7,Normal
O0820,S7,M8,726,519,519,0,2024-03-26,2024-04-07,2024-04-07,0,0,1,0,0,0,70.17,2700.0,0.0,39115.72,0.05,3,Normal
O0821,S7,M8,240,240,240,0,2024-02-12,2024-02-26,2024-02-26,0,0,0,0,0,1,69.61,2700.0,0.0,19405.24,0.1,2,Normal
O0822,S1,M8,856,856,856,0,2024-10-06,2024-10-13,2024-10-13,0,0,0,0,0,0,98.24,800.0,0.0,84890.44,0.15,10,Peak
O0823,S5,M1,650,650,650,0,2024-06-14,2024-06-19,2024-06-26,7,1,0,0,1,0,92.03,1320.0,35.0,61171.68,0.35,6,Normal
O0824,S5,M7,855,855,855,0,2024-08-03,2024-08-10,2024-08-10,0,0,0,0,0,0,94.32,1320.0,0.0,81960.83,0.35,8,Normal
O0825,S8,M5,1336,1336,1336,0,2024-09-08,2024-09-16,2024-09-16,0,0,0,0,0,0,93.26,1890.0,0.0,126479.44,0.25,9,Normal
O0826,S3,M1,561,561,561,0,2025-09-15,2025-09-23,2025-09-23,0,0,0,0,0,0,79.59,2160.0,0.0,46807.6,0.25,9,Normal
O0827,S7,M2,897,897,897,0,2025-10-26,2025-11-06,2025-11-06,0,0,0,0,0,0,69.29,2700.0,0.0,64851.87,0.15,10,Peak
O0828,S7,M6,518,518,518,0,2025-01-31,2025-02-11,2025-02-17,6,1,0,0,1,0,69.99,2700.0,21.0,38978.38,0.1,1,Normal
O0829,S1,M5,1989,1989,1989,0,2025-11-27,2025-12-03,2025-12-03,0,0,0,0,0,0,97.93,800.0,0.0,195582.65,0.1,11,Peak
O0830,S4,M4,1173,1173,1173,0,2025-05-20,2025-05-22,2025-05-22,0,0,0,0,0,0,101.95,150.0,0.0,119731.96,0.1,5,Normal
O0831,S4,M7,910,910,910,0,2024-04-23,2024-04-28,2024-04-28,0,0,0,0,0,0,106.81,150.0,0.0,97345.14,0.05,4,Normal
O0832,S10,M3,440,440,440,0,2024-03-07,2024-03-12,2024-03-22,10,1,0,0,1,0,95.13,1610.0,48.0,43514.65,0.05,3,Normal
O0833,S5,M4,585,585,519,66,2025-11-25,2025-12-02,2025-12-02,0,0,0,1,0,0,91.56,1320.0,0.0,48838.55,0.1,11,Peak
O0834,S1,M6,1088,1088,1088,0,2025-03-18,2025-03-25,2025-03-25,0,0,0,0,0,0,93.68,800.0,0.0,102728.17,0.05,3,Normal
O0835,S1,M4,497,497,497,0,2024-02-18,2024-02-25,2024-02-25,0,0,0,0,0,0,93.43,800.0,0.0,47234.56,0.1,2,Normal
O0836,S10,M1,812,812,812,0,2024-08-19,2024-08-27,2024-08-27,0,0,0,0,0,0,91.41,1610.0,0.0,75836.37,0.35,8,Normal
O0837,S2,M2,499,499,499,0,2024-01-29,2024-02-01,2024-02-01,0,0,0,0,0,0,82.88,500.0,0.0,41856.36,0.1,1,Normal
O0838,S2,M8,1006,1006,1006,0,2024-09-01,2024-09-04,2024-09-04,0,0,0,0,0,0,81.37,500.0,0.0,82357.96,0.25,9,Normal
O0839,S10,M8,641,641,641,0,2024-04-07,2024-04-12,2024-04-13,1,1,0,0,0,0,96.63,1610.0,4.8,63553.21,0.05,4,Normal
O0840,S2,M3,574,574,487,87,2024-03-04,2024-03-10,2024-03-20,10,1,0,1,1,0,85.5,500.0,40.0,42180.3,0.05,3,Normal
O0841,S5,M7,333,333,333,0,2025-02-15,2025-02-23,2025-03-05,10,1,0,0,1,0,89.58,1320.0,50.0,31200.37,0.1,2,Normal
O0842,S8,M7,900,900,900,0,2025-09-27,2025-10-05,2025-10-05,0,0,0,0,0,0,98.17,1890.0,0.0,90241.82,0.25,9,Normal
O0843,S10,M4,458,458,458,0,2024-04-20,2024-04-25,2024-04-25,0,0,0,0,0,0,89.52,1610.0,0.0,42610.91,0.05,4,Normal
O0844,S9,M5,1243,1243,1243,0,2024-12-29,2025-01-08,2025-01-11,3,1,0,0,0,0,80.46,2090.0,16.5,102112.9,0.1,12,Peak
O0845,S7,M6,1365,1365,1365,0,2024-11-14,2024-11-26,2024-12-01,5,1,0,0,0,0,75.39,2700.0,17.5,105619.32,0.1,11,Peak
O0846,S9,M3,265,265,265,0,2024-02-28,2024-03-06,2024-03-06,0,0,0,0,0,1,85.35,2090.0,0.0,24707.67,0.1,2,Normal
O0847,S2,M6,1051,1051,1051,0,2024-07-12,2024-07-18,2024-07-18,0,0,0,0,0,0,88.94,500.0,0.0,93971.79,0.4,7,Normal
O0848,S10,M5,745,745,745,0,2025-03-04,2025-03-09,2025-03-09,0,0,0,0,0,0,90.39,1610.0,0.0,68950.9,0.05,3,Normal
O0849,S1,M4,788,788,788,0,2025-12-10,2025-12-15,2025-12-15,0,0,0,0,0,0,93.4,800.0,0.0,74398.72,0.1,12,Peak
O0850,S7,M4,437,437,437,0,2025-02-13,2025-02-24,2025-02-26,2,1,0,0,0,0,69.43,2700.0,7.0,33045.85,0.1,2,Normal
O0851,S8,M4,1129,1129,1129,0,2025-10-08,2025-10-16,2025-10-17,1,1,0,0,0,0,95.25,1890.0,6.5,109428.85,0.15,10,Peak
O0852,S5,M3,818,818,818,0,2024-12-13,2024-12-19,2024-12-20,1,1,0,0,0,0,86.41,1320.0,5.0,72008.96,0.1,12,Peak
O0853,S3,M7,1261,1261,1261,0,2025-11-01,2025-11-09,2025-11-09,0,0,0,0,0,0,76.98,2160.0,0.0,99235.81,0.1,11,Peak
O0854,S6,M3,697,697,697,0,2025-06-23,2025-06-28,2025-06-28,0,0,0,0,0,0,91.73,420.0,0.0,64357.6,0.35,6,Normal
O0855,S4,M4,737,737,737,0,2025-06-29,2025-07-03,2025-07-03,0,0,0,0,0,0,109.42,150.0,0.0,80793.01,0.35,6,Normal
O0856,S10,M4,635,519,519,0,2025-07-02,2025-07-08,2025-07-08,0,0,1,0,0,0,96.27,1610.0,0.0,51573.6,0.4,7,Normal
O0857,S10,M8,810,810,810,0,2024-08-02,2024-08-10,2024-08-10,0,0,0,0,0,0,91.96,1610.0,0.0,76097.18,0.35,8,Normal
O0858,S9,M6,917,917,917,0,2025-05-25,2025-06-02,2025-06-02,0,0,0,0,0,0,83.77,2090.0,0.0,78905.56,0.1,5,Normal
O0859,S8,M8,843,843,843,0,2024-10-01,2024-10-07,2024-10-07,0,0,0,0,0,0,95.4,1890.0,0.0,82309.64,0.15,10,Peak
O0860,S4,M5,1249,1249,1249,0,2025-03-11,2025-03-14,2025-03-14,0,0,0,0,0,0,101.16,150.0,0.0,126499.42,0.05,3,Normal
O0861,S2,M5,916,916,916,0,2025-03-31,2025-04-04,2025-04-04,0,0,0,0,0,0,84.37,500.0,0.0,77784.63,0.05,3,Normal
O0862,S8,M7,485,485,485,0,2025-02-22,2025-03-03,2025-03-03,0,0,0,0,0,0,95.39,1890.0,0.0,48154.71,0.1,2,Normal
O0863,S2,M6,643,643,643,0,2024-03-25,2024-03-28,2024-03-28,0,0,0,0,0,0,81.36,500.0,0.0,52812.21,0.05,3,Normal
O0864,S1,M4,752,752,752,0,2024-12-07,2024-12-13,2024-12-13,0,0,0,0,0,0,98.28,800.0,0.0,74707.88,0.1,12,Peak
O0865,S4,M3,635,635,635,0,2025-07-10,2025-07-12,2025-07-12,0,0,0,0,0,0,110.22,150.0,0.0,70137.7,0.4,7,Normal
O0866,S7,M1,548,548,548,0,2025-04-28,2025-05-10,2025-05-10,0,0,0,0,0,0,69.91,2700.0,0.0,41011.28,0.05,4,Normal
O0867,S4,M8,479,479,479,0,2025-04-17,2025-04-19,2025-04-19,0,0,0,0,0,0,107.08,150.0,0.0,51440.55,0.05,4,Normal
O0868,S4,M8,771,771,771,0,2025-04-05,2025-04-07,2025-04-07,0,0,0,0,0,0,109.66,150.0,0.0,84694.17,0.05,4,Normal
O0869,S1,M8,1120,1120,1120,0,2025-11-05,2025-11-11,2025-11-11,0,0,0,0,0,0,97.5,800.0,0.0,109996.63,0.1,11,Peak
O0870,S9,M5,1521,1521,1521,0,2024-11-29,2024-12-06,2024-12-06,0,0,0,0,0,0,80.61,2090.0,0.0,124694.85,0.1,11,Peak
O0871,S10,M7,419,419,419,0,2025-01-25,2025-02-02,2025-02-09,7,1,0,0,1,0,93.65,1610.0,33.6,40881.48,0.1,1,Normal
O0872,S8,M5,637,637,637,0,2024-04-05,2024-04-12,2024-04-22,10,1,0,0,1,0,93.78,1890.0,65.0,61693.5,0.05,4,Normal
